,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount
C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,0.1111111111111111,20.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0
C1=CC(=CC=C1C2C3C4=C5C(C(OC5=CC(=C4)O)C6=CC=C(C=C6)O)C7=C8C(C(OC8=CC(=O)C7=O)C9=CC=C(C=C9)O)C1=C3C(=CC(=C1)O)O2)O,0.14285714285714285,52.0,5.0,10.0,2.0,3.0,5.0,10.0,5.0,10.0,3.0,0.0,1.0,1.0,10.0
CC1CC(CC(O1)CCC(C)C(C(C)C2C(C(CC(C(C(CC3CC=CC(O3)CC(CC=C(C(=O)OC(C(C(CC(C(C(CC4CC=CC(O4)CC(CC=C(C=CC(=O)O2)C)O)OC)C)O)O)C)C(C)C(C(C)CCC5CC(CC(O5)C)OC)O)C)O)OC)C)O)O)C)O)OC,0.8421052631578947,96.0,8.0,20.0,0.0,5.0,0.0,20.0,8.0,20.0,16.0,0.0,2.0,2.0,5.0
COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=CC(=C3)C4=CC(=O)C5=C(C=C(C=C5O4)O)O)CO)O,0.16,34.0,4.0,9.0,0.0,1.0,3.0,9.0,4.0,9.0,4.0,0.0,0.0,0.0,5.0
CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,0.38095238095238093,28.0,0.0,7.0,0.0,3.0,2.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,5.0
CN1CCC2=CC3=C(C=C2C1O)OCO3,0.45454545454545453,15.0,1.0,4.0,0.0,2.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0
CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C,0.6285714285714286,39.0,1.0,4.0,2.0,0.0,0.0,4.0,1.0,4.0,11.0,1.0,0.0,1.0,2.0
C=C1CC1CC(C(=O)O)N,0.5714285714285714,10.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0
C=C1CC1CC(C(=O)O)NC(=O)CCC(C(=O)O)N,0.5833333333333334,19.0,5.0,7.0,1.0,0.0,0.0,4.0,4.0,7.0,8.0,1.0,0.0,1.0,1.0
CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)O)C)(C)O,0.9629629629629629,31.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,6.0,6.0
C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O,0.0,20.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,4.0
C1=CC=C2C(=C1)C(=CN2)CO,0.1111111111111111,11.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C,0.68,31.0,3.0,6.0,4.0,0.0,0.0,6.0,3.0,6.0,3.0,2.0,0.0,2.0,4.0
CC1CCCC(=CC2C(CC1)C(=C)C(=O)O2)C,0.6666666666666666,17.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,0.2857142857142857,33.0,8.0,12.0,0.0,1.0,2.0,12.0,8.0,12.0,4.0,0.0,1.0,1.0,4.0
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,0.0625,23.0,4.0,7.0,0.0,0.0,2.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,3.0
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,0.2857142857142857,31.0,7.0,10.0,0.0,1.0,2.0,10.0,7.0,10.0,3.0,0.0,1.0,1.0,4.0
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,0.25,25.0,1.0,5.0,0.0,1.0,2.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,4.0
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,0.0,21.0,4.0,6.0,0.0,0.0,2.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)O,0.85,22.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,4.0,4.0
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC4=C(C=C(C=C4[O+]=C3C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O)O.[Cl-],0.4444444444444444,43.0,10.0,15.0,0.0,2.0,2.0,14.0,10.0,16.0,6.0,0.0,2.0,2.0,5.0
COC1=C(C=C(C=C1)C2C(C(=O)C3=C(C=C(C(=C3O2)C4C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC=C(C=C6)O)O)O)O)O,0.16129032258064516,43.0,7.0,12.0,0.0,2.0,4.0,12.0,7.0,12.0,4.0,0.0,0.0,0.0,6.0
C1C(C(C([S+]1CC(C(C(C(C(CO)O)O)O)OS(=O)(=O)[O-])O)CO)O)O,1.0,26.0,8.0,12.0,0.0,1.0,0.0,12.0,8.0,14.0,10.0,0.0,1.0,1.0,1.0
C1=CN=C(N=C1CC(C(=O)O)N)N,0.2857142857142857,13.0,5.0,6.0,0.0,0.0,0.0,5.0,3.0,6.0,3.0,0.0,0.0,0.0,1.0
CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,0.7,27.0,2.0,6.0,0.0,3.0,0.0,6.0,2.0,7.0,1.0,0.0,2.0,2.0,3.0
CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=CC=C1)C,0.6363636363636364,29.0,2.0,6.0,0.0,3.0,0.0,6.0,2.0,7.0,1.0,0.0,2.0,2.0,3.0
COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC,0.4,25.0,0.0,5.0,0.0,3.0,2.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0
CC1=CCC(CC1O)C(=C)C,0.6,11.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
CC1=CCC(CC1=O)C(=C)C,0.5,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CC(C(C1=CC=CC=C1)O)NC,0.4,12.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0
CC1=CC=NC2=CC=CC=C12,0.1,11.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
C1=C(C=C(C(=C1O)O)O)C2C(C(C3=C(C=C(C=C3O2)O)O)O)O,0.2,23.0,7.0,8.0,0.0,1.0,2.0,8.0,7.0,8.0,1.0,0.0,0.0,0.0,3.0
C1=CC(=CC=C1C2C(C(C3=C(C=C(C=C3O2)O)O)O)O)O,0.2,21.0,5.0,6.0,0.0,1.0,2.0,6.0,5.0,6.0,1.0,0.0,0.0,0.0,3.0
CC(=CCCC(C)(C=C)O)C,0.6,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
CCCCCC=CCC=CCCCCCCCC(=O)O,0.7222222222222222,20.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0
C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=CC(=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,0.16666666666666666,52.0,9.0,16.0,0.0,1.0,4.0,14.0,9.0,16.0,12.0,0.0,0.0,0.0,5.0
CC1C(C(C2C3(C1C(=O)OC3C(C4C2(C(C(=O)C=C4C)O)C)O)C)O)O,0.7894736842105263,26.0,4.0,7.0,3.0,1.0,0.0,7.0,4.0,7.0,0.0,2.0,1.0,3.0,4.0
COC1=C(C2=C(C=C1)C(C3C4=CC5=C(C=C4CCN3C2)OCO5)O)OC,0.4,26.0,1.0,6.0,0.0,3.0,2.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,5.0
C1CCN2CC3CC(C2C1)CN4C3CCCC4=O,0.9333333333333333,18.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C,0.9333333333333333,31.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0
CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C,0.45,42.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,2.0
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,0.0,21.0,4.0,6.0,0.0,0.0,2.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0
CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,0.35,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
C1CN2CC3=CC4=C(C=C3C5C2C1=CC(C5O)O)OCO4,0.5,21.0,2.0,5.0,1.0,3.0,1.0,5.0,2.0,5.0,0.0,0.0,1.0,1.0,5.0
CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,0.9375,68.0,13.0,20.0,5.0,3.0,0.0,20.0,13.0,20.0,9.0,4.0,3.0,7.0,8.0
COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O,0.11764705882352941,24.0,4.0,7.0,0.0,0.0,2.0,6.0,4.0,7.0,3.0,0.0,0.0,0.0,3.0
COC1=CC2=C(C=CC(=C2O)C=O)C(=C1)OC,0.15384615384615385,17.0,1.0,4.0,0.0,0.0,2.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0
CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,0.3333333333333333,22.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,2.0
CC1=CC(=CC=C1)C(C)C,0.4,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,0.3076923076923077,17.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0
CN=C=S,0.5,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
C=C1CC1C(C(=O)O)N,0.5,9.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0
COC1=C(C2=C(C=C1)OC3=CC(=CC(=C3C2=O)O)OC)O,0.13333333333333333,21.0,2.0,6.0,0.0,0.0,2.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0
CC1(C=CC2=C(O1)C3=CC=CC=C3C(=C2C(=O)OC)O)C,0.23529411764705882,21.0,1.0,4.0,0.0,1.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)OC7C(C(C(CO7)O)O)O)O)C)C)C2C1)C)C(=O)O)C,0.9024390243902439,54.0,7.0,13.0,5.0,2.0,0.0,11.0,7.0,13.0,6.0,4.0,2.0,6.0,7.0
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,0.4827586206896552,46.0,10.0,17.0,0.0,2.0,2.0,17.0,10.0,17.0,9.0,0.0,2.0,2.0,5.0
CC(=CCCC(=C)C=C)C,0.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,0.0,23.0,6.0,8.0,0.0,0.0,2.0,8.0,6.0,8.0,1.0,0.0,0.0,0.0,3.0
CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,0.2857142857142857,33.0,8.0,12.0,0.0,1.0,2.0,12.0,8.0,12.0,3.0,0.0,1.0,1.0,4.0
CCCCCC(=O)CCCCCCC=CCC(C(C(CO)(C(=O)O)N)O)O,0.8,27.0,6.0,7.0,0.0,0.0,0.0,6.0,5.0,7.0,17.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCC(=O)O,0.9285714285714286,16.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0
CC(C)C(C1=C(C(=C(C(=C1O)C(=O)C(C)C)O)C(C2=C(C(C(=O)C(C2=O)(C)C)(C)C)O)C(C)C)O)C3=C(C(C(=O)C(C3=O)(C)C)(C)C)O,0.6052631578947368,48.0,5.0,10.0,2.0,0.0,1.0,10.0,5.0,10.0,8.0,0.0,0.0,0.0,3.0
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,0.13333333333333333,20.0,3.0,5.0,0.0,1.0,2.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,0.5185185185185185,41.0,8.0,14.0,0.0,3.0,2.0,14.0,8.0,14.0,6.0,0.0,2.0,2.0,5.0
CC(=CC=CC=C(C)C=CC=C(C)C=C=C1C(CC(CC1(C)O)O)(C)C)C=CC=C(C)C=CC23C(CC(CC2(O3)C)O)(C)C,0.525,44.0,3.0,4.0,2.0,1.0,0.0,4.0,3.0,4.0,9.0,2.0,1.0,3.0,3.0
C1=CC(=CN=C1)C(=O)O,0.0,9.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,1.0,29.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0
COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O,0.34782608695652173,35.0,7.0,12.0,0.0,1.0,2.0,11.0,7.0,12.0,6.0,0.0,1.0,1.0,4.0
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,0.9,33.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,0.0,4.0,5.0
CC(=C)C1=CC2=C(O1)C=CC3=C2OC(=O)C=C3,0.07142857142857142,17.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)O)C,0.21428571428571427,17.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0
COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3O)OC)O)O,0.16666666666666666,26.0,3.0,8.0,0.0,0.0,2.0,8.0,3.0,8.0,4.0,0.0,0.0,0.0,3.0
C1=CC(=CC=C1C=CC(=O)O)O,0.0,12.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,0.2857142857142857,26.0,0.0,5.0,0.0,1.0,2.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0
CCCCCCCCCCCCCCCC(=O)O,0.9375,18.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0
COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,0.25,25.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,0.6666666666666666,18.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0
C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O,0.0,20.0,4.0,5.0,0.0,0.0,2.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,3.0
COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O,0.0625,22.0,4.0,6.0,0.0,0.0,2.0,5.0,4.0,6.0,2.0,0.0,0.0,0.0,3.0
CC(=C)C1CCC(=CC1)C=O,0.5,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C(=C(C(=C3)C)C4CC(C5=C(C4O)C(=O)C6=C(C5=O)C(CCC6O)O)O)O,0.3333333333333333,40.0,6.0,10.0,4.0,0.0,2.0,10.0,6.0,10.0,1.0,0.0,0.0,0.0,6.0
CC1C(C(C(C(O1)OC(=O)C2=CC=CC3=NC4=C(C=CC=C4N=C32)CC=C(C)C)O)O)O,0.375,32.0,3.0,8.0,0.0,1.0,2.0,8.0,3.0,8.0,4.0,0.0,1.0,1.0,4.0
CC(C)(C=C)C1=C(N=CN1)C=C2C(=O)NC(C(=O)N2)CC3=CC=CC=C3,0.25,26.0,3.0,6.0,0.0,1.0,1.0,3.0,3.0,6.0,5.0,0.0,1.0,1.0,3.0
C1=CC=C(C=C1)CCN=C=S,0.2222222222222222,11.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,0.13333333333333333,20.0,4.0,5.0,0.0,0.0,2.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,2.0
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,0.38095238095238093,31.0,7.0,10.0,0.0,1.0,2.0,10.0,7.0,10.0,7.0,0.0,1.0,1.0,3.0
C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,0.0,18.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0
COC1C(C(C(C(C1O)O)O)O)O,1.0,13.0,5.0,6.0,1.0,0.0,0.0,6.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0
C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,0.35294117647058826,21.0,0.0,4.0,0.0,2.0,1.0,3.0,0.0,4.0,3.0,0.0,1.0,1.0,3.0
C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,0.2857142857142857,32.0,7.0,11.0,0.0,1.0,2.0,11.0,7.0,11.0,4.0,0.0,1.0,1.0,4.0
CC1=CC(=O)C2=C(C1=O)C=CC=C2O,0.09090909090909091,14.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0
COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,0.4090909090909091,30.0,1.0,8.0,1.0,2.0,2.0,8.0,1.0,8.0,4.0,0.0,1.0,1.0,5.0
CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C)O,0.6666666666666666,34.0,1.0,4.0,5.0,0.0,0.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,5.0
C1=CC(=C(C(=C1)O)O)C(=O)O,0.0,11.0,3.0,4.0,0.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0
CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3,0.35,26.0,0.0,6.0,0.0,3.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,0.0,23.0,6.0,8.0,0.0,0.0,2.0,8.0,6.0,8.0,1.0,0.0,0.0,0.0,3.0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,0.0,22.0,5.0,7.0,0.0,0.0,2.0,7.0,5.0,7.0,1.0,0.0,0.0,0.0,3.0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O,0.2857142857142857,33.0,8.0,12.0,0.0,1.0,2.0,12.0,8.0,12.0,4.0,0.0,1.0,1.0,4.0
CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,0.2857142857142857,32.0,7.0,11.0,0.0,1.0,2.0,11.0,7.0,11.0,3.0,0.0,1.0,1.0,4.0
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,0.0,17.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0
COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O,0.0625,23.0,4.0,7.0,0.0,0.0,2.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,3.0
CC1C=CC2C(O2)(C(CC(OC(=O)C3C(O3)CC4CC1OC(=O)C4)C(C)C(C(=CC=CC(=CC5=COC(=N5)C)C)C)OC)O)C,0.6285714285714286,45.0,1.0,10.0,0.0,4.0,0.0,10.0,1.0,10.0,7.0,0.0,3.0,3.0,5.0
CC1=CC(=O)CC(C1=CC=C(C)C=CC=C(C)C=CC=CC(=CC=CC(=CC=C2C(=CC(=O)CC2(C)C)C)C)C)(C)C,0.35,42.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0
CC1=CC(=O)C2=C(O1)C(=C(C=C2O)O)C3CCN(CC3O)C,0.4375,22.0,3.0,6.0,0.0,1.0,1.0,6.0,3.0,6.0,1.0,0.0,1.0,1.0,3.0
CC1=CC(=O)CC(C1(C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C,0.7368421052631579,27.0,5.0,8.0,1.0,1.0,0.0,8.0,5.0,8.0,5.0,0.0,1.0,1.0,2.0
CCC(C)C=C(C)C=CC1=CC2=C(C(=O)C3(C(=C(C(=O)O3)C(=O)C)C2=CO1)C)Cl,0.34782608695652173,29.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,6.0,5.0,0.0,0.0,0.0,3.0
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,0.4444444444444444,43.0,10.0,16.0,0.0,2.0,2.0,16.0,10.0,16.0,6.0,0.0,2.0,2.0,5.0
C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6.[N+](=O)([O-])[O-],0.15,29.0,0.0,9.0,0.0,2.0,3.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
COC1=C(C=C2C(=C1)C=CC(=O)O2)OC,0.18181818181818182,15.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0
COC1=C(C=C2C(=C1)C=CC(=O)O2)O,0.1,14.0,1.0,4.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,0.0,21.0,4.0,6.0,0.0,0.0,2.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0
CC(=O)C(C)(C)CNC(=O)C=CC=CC1=CC2=C(C=C1)OCO2,0.3333333333333333,23.0,1.0,5.0,0.0,1.0,1.0,4.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0
C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,0.4,26.0,0.0,6.0,0.0,4.0,2.0,6.0,0.0,6.0,2.0,0.0,2.0,2.0,6.0
C1C(C(C(C=C1C(=O)O)O)O)O,0.5714285714285714,12.0,4.0,5.0,1.0,0.0,0.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,0.25,21.0,3.0,5.0,1.0,0.0,1.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,2.0
CC1=C(C(CC(C1)O)(C)C)CC(=O)C(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)CO,0.475,44.0,3.0,4.0,2.0,0.0,0.0,4.0,3.0,4.0,12.0,0.0,0.0,0.0,2.0
CC1CCC2C1CC3(C4CC2(C3(C(=C4)C(C)C)C(=O)[O-])C=O)COC5C(C(C(C(O5)C)OC)O)O.[Na+],0.8518518518518519,36.0,2.0,8.0,4.0,1.0,0.0,8.0,2.0,9.0,7.0,3.0,1.0,4.0,5.0
CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,0.8620689655172413,30.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,3.0,4.0
CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O)C=O)O,0.8260869565217391,29.0,3.0,6.0,4.0,1.0,0.0,6.0,3.0,6.0,2.0,4.0,0.0,4.0,5.0
C1CN2CC3=C(CC2C4=CC5=C(C=C41)OCO5)C=CC6=C3OCO6,0.3684210526315789,24.0,0.0,5.0,0.0,4.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0
C=CC1C2CCOC(=O)C2=COC1OC3C(C(C(C(O3)CO)O)O)O,0.6875,25.0,4.0,9.0,0.0,3.0,0.0,9.0,4.0,9.0,4.0,0.0,2.0,2.0,3.0
